id,name,summary,provider,language,url,thumbnail,tags
61,CashCap 5W Monitoring Tool Training,"This self-paced course is for anyone who has an interest in understanding the significance of information management in humanitarian response. The course covers the foundational principles of information management and the application of these principles to the 5W (Who is doing What, Where, When, for Whom) monitoring tool. ",Norwegian Refugee Council (NRC),en,https://kayaconnect.org/course/info.php?id=3126,https://kayaconnect.org/pluginfile.php/402019/course/overviewfiles/Course front page.PNG,"cash, information-management-and-technology, monitoring-and-evaluation"
62,Cash & Voucher Assistance in EiE (6.4),Cash and Voucher Assistance in EiE (6.4) This course will look at how EiE programmes can incorporate CVA components from design through to delivery.,"INEE (Inter-agency Network for Education in Emergencies), Humanitarian Leadership Academy, World Vision",en,https://kayaconnect.org/course/info.php?id=2842,https://kayaconnect.org/pluginfile.php/330150/course/overviewfiles/CASH 500x330.png,programmatic-support
63,CASI Learning Space,"The CASI Learning Space is a resource hub for all materials developed under the global, inter-agency Child and Adolescent Survivors Initiative (CASI), implemented between 2018-2022 by the IRC, global CP AoR, global GBV AoR, and NORCAP through generous funding from the U.S. Government's Bureau for Humanitarian Assistance (BHA/USAID).",International Rescue Committee (IRC),en,https://kayaconnect.org/course/info.php?id=4058,https://kayaconnect.org/pluginfile.php/619616/course/overviewfiles/CASI Kaya Photo.jpg,"protection, technical-sectors"
64,Çatışmalara Duyarlılığa Giriş,"Bu kurs, insani yardım sektöründe çalışan öğrenciler için çatışmalara duyarlılık konusuna giriş niteliğindedir ve hem teknik hem de teknik olmayan eğitim alan öğrencilere uygundur.",Humanitarian Leadership Academy,tur,https://kayaconnect.org/course/info.php?id=6769,https://kayaconnect.org/pluginfile.php/1257546/course/overviewfiles/Introduction to Conflict Sensitivity.png,"humanitarian-essentials, innovation, principles-practices-and-standards, programmatic-support, programme-design, project-management"
65,Change Management,Learn about the change process and how to effectively manage it in an organisation.,Learning Pool,en,https://kayaconnect.org/course/info.php?id=2687,https://kayaconnect.org/pluginfile.php/294353/course/overviewfiles/4213ccf527464dc62c894cff770510506f98bbe0.jpg,"communication-and-language-skills, leadership-skills, management-essentials, project-management, staff-welfare"
66,Child Centered Community-Based Disaster Risk Reduction and Management,"This online course on Child-Centered CBDRRM and CCA Programming targets local government DRRM officers and their staff, other LGU officials and staff and other local stakeholders who have undergone the Office of Civil Defense (OCD) Basic Instructor's Guide on CBDRRM by providing them this supplemental course on ensuring Child Responsive Governance.",Humanitarian Leadership Academy,en,https://kayaconnect.org/course/info.php?id=639,https://kayaconnect.org/pluginfile.php/35714/course/overviewfiles/Thumbnail_CCCBDRRM.png,"accountability, disaster-management-and-risk-reduction, humanitarian-essentials, programmatic-support, programme-design, protection, quality-and-governance, technical-sectors"
67,Child Participation in EiE (2.2),This unit will provide an overview of the importance of appropriate and meaningful child participation in all stages of the EiE programme cycle. It will look at some tools and approaches which can be used to enable this.,"Humanity & Inclusion, IKEA Foundation, INEE (Inter-agency Network for Education in Emergencies), LEGO Foundation, People in Need (PIN), Plan International, Right To Play, Save the Children, Humanitarian Leadership Academy, The MHPSS Collaborative, Unicef, University of Geneva, War Child, World Vision",en,https://kayaconnect.org/course/info.php?id=2759,https://kayaconnect.org/pluginfile.php/312203/course/overviewfiles/Module 2 Intro .jpg,"coronavirus, education, programmatic-support"
68,Child Protection and Education,"This multi-agency training module outlines how Education and Child Protection actors can work together more systematically, based on complementarity, to support children’s well-being in humanitarian contexts.","INEE (Inter-agency Network for Education in Emergencies), The Alliance for Child Protection in Humanitarian Action",en,https://kayaconnect.org/course/info.php?id=3128,"https://kayaconnect.org/pluginfile.php/402827/course/overviewfiles/Colombia, 2009.jpg","education, protection, technical-sectors"
69,Child Protection competencies for CCCM actors,"The Child Protection competency framework for CCCM actors and associated learning resources are designed to help CCCM actors to advance children's protection, well-being and safety.",The Alliance for Child Protection in Humanitarian Action,en,https://kayaconnect.org/course/info.php?id=7298,https://kayaconnect.org/pluginfile.php/1296693/course/overviewfiles/CP CCCM.png,"accountability, humanitarian-essentials, principles-practices-and-standards, programmatic-support, protection, quality-and-governance, shelter, technical-sectors"
70,Child Protection competencies for Food Security actors,"The Child Protection competency framework for Food Security actors and associated learning resources are designed to help Food Security actors to advance children's protection, well-being and safety.",The Alliance for Child Protection in Humanitarian Action,en,https://kayaconnect.org/course/info.php?id=7725,https://kayaconnect.org/pluginfile.php/1307904/course/overviewfiles/CP FS.png,"accountability, food-security-and-nutrition, humanitarian-essentials, principles-practices-and-standards, programmatic-support, protection, quality-and-governance, technical-sectors"
71,Child Protection competencies for Health actors,"The Child Protection competency framework for Health actors and associated learning resources are designed to help Health actors to advance children's protection, well-being and safety.",The Alliance for Child Protection in Humanitarian Action,en,https://kayaconnect.org/course/info.php?id=7726,https://kayaconnect.org/pluginfile.php/1307933/course/overviewfiles/CP Health.png,"accountability, health, humanitarian-essentials, principles-practices-and-standards, programmatic-support, protection, quality-and-governance, technical-sectors"
72,Child Protection during Outbreaks Collection ,The Child Protection during Outbreaks Collection is part of the READY Outbreak Readiness and Response Learning Hub! Explore key topics for protecting and prioritizing the needs of children during infectious disease outbreaks in humanitarian settings through eLearning courses and resources.  ,"Johns Hopkins Center for Communication Programs, Johns Hopkins Center for Humanitarian Health, READY initiative, Save the Children, Humanitarian Leadership Academy, UK-Med",en,https://kayaconnect.org/course/info.php?id=5105,https://kayaconnect.org/pluginfile.php/1158166/course/overviewfiles/aArtboard 1 2.png,"coordination, coronavirus, health, health-and-safety, humanitarian-essentials, programmatic-support, programme-design, protection, psychosocial-and-psychological-first-aid, technical-sectors"
73,Child Protection in Conflict Settings,A mid-level course that uses practical scenarios to cover many issues that you may face when working in child protection in conflict settings. ,"Save the Children, Humanitarian Leadership Academy",en,https://kayaconnect.org/course/info.php?id=786,https://kayaconnect.org/pluginfile.php/57682/course/overviewfiles/p39278i15s09a06s04.png,"protection, technical-sectors"
74,Child Protection in Emergencies [Entry Level],"The course is conducted in English and Arabic, and is designed to empower child protection practitioners from international and national non- governmental organisations, UN agencies, and government representatives to strengthen their child protection humanitarian response capabilities in both chronic crises and new emergencies. ","Save the Children, Humanitarian Leadership Academy",en,https://kayaconnect.org/course/info.php?id=3567,https://kayaconnect.org/pluginfile.php/491444/course/overviewfiles/330px cpie.png,"diversity-and-equality, humanitarian-essentials, international-humanitarian-law, principles-practices-and-standards, protection, technical-sectors"
75,Child Protection Mainstreaming in Food Security and Nutrition,"This self-paced, online course will provide an overview of how to include child protection considerations in food security and nutrition programs. ",The Alliance for Child Protection in Humanitarian Action,en,https://kayaconnect.org/course/info.php?id=6045,https://kayaconnect.org/pluginfile.php/1232477/course/overviewfiles/CMB boy.jpg,"accountability, food-security-and-nutrition, humanitarian-essentials, monitoring-and-evaluation, programmatic-support, programme-design, protection, technical-sectors"
76,Child Protection Minimum Standards,Welcome to the Alliance’s core training on the Minimum Standards for Child Protection in Humanitarian Action (CPMS).,"Humanitarian Leadership Academy, The Alliance for Child Protection in Humanitarian Action",en,https://kayaconnect.org/course/info.php?id=3566,https://kayaconnect.org/pluginfile.php/491322/course/overviewfiles/position_paper_image-1.png,"accountability, communication-and-language-skills, communications, coordination, diversity-and-equality, education, food-security-and-nutrition, health-and-safety, humanitarian-essentials, management-essentials, principles-practices-and-standards, programmatic-support, programme-design, project-management, protection, psychosocial-and-psychological-first-aid, quality-and-governance, reproductive-health, safety-and-security, technical-sectors, training-design-and-facilitation"
